99,19.0,12.0,81.0,91.0, 
100,-66.0,14.0,73.0,56.0, 
101,18.0,9.0,48.0,75.0, 
102,25.0,13.0,62.0,54.0, 
103,2.0,32.0,56.0,84.0, 
104,0.0,-3.0,65.0,71.0, 
105,58.0,1.0,48.0,65.0, 
106,-14.0,-5.0,73.0,66.0, 
107,-122.0,1.0,88.0,65.0, 
108,-72.0,0.0,85.0,79.0, 
109,38.0,2.0,70.0,50.0, 
110,-23.0,3.0,83.0,71.0, 
111,-50.0,-18.0,80.0,82.0, 
112,-130.0,14.0,80.0,78.0, 
113,-71.0,0.0,45.0,71.0, 
114,59.0,0.0,64.0,58.0, 
115,42.0,-2.0,62.0,76.0, 
116,-200.0,-28.0,51.0,71.0, 
117,110.0,-10.0,47.0,82.0, 
118,-21.0,-15.0,96.0,89.0, 
119,25.0,9.0,60.0,59.0, 
120,-78.0,7.0,76.0,52.0, 
121,110.0,5.0,59.0,74.0, 
122,80.0,-2.0,59.0,74.0, 
123,138.0,14.0,55.0,80.0, 
124,128.0,11.0,73.0,86.0, 
125,48.0,0.0,62.0,73.0, 
126,-66.0,-1.0,48.0,88.0, 
127,108.0,8.0,75.0,96.0, 
128,231.0,-2.0,67.0,66.0, 
129,9.0,3.0,58.0,54.0, 
130,50.0,12.0,72.0,71.0, 
131,96.0,34.0,69.0,69.0, 
132,-2.0,-5.0,66.0,65.0, 
133,-98.0,13.0,95.0,82.0, 
134,233.0,3.0,57.0,57.0, 
135,147.0,-5.0,82.0,67.0, 
136,-29.0,-27.0,86.0,65.0, 
137,209.0,10.0,50.0,78.0, 
138,-156.0,4.0,51.0,68.0, 
139,13.0,12.0,74.0,62.0, 
140,171.0,-12.0,59.0,89.0, 
141,-82.0,0.0,66.0,76.0, 
142,28.0,14.0,47.0,89.0, 
143,-34.0,-5.0,56.0,66.0, 
144,27.0,0.0,66.0,73.0, 
145,90.0,8.0,67.0,75.0, 
146,230.0,-7.0,74.0,80.0, 
147,-105.0,13.0,90.0,71.0, 
148,-77.0,6.0,78.0,71.0, 
149,59.0,4.0,85.0,76.0, 
150,-9.0,1.0,78.0,80.0, 
151,62.0,19.0,79.0,68.0, 
152,13.0,0.0,60.0,78.0, 
153,-165.0,25.0,67.0,84.0, 
154,80.0,29.0,58.0,72.0, 
155,-143.0,-6.0,56.0,80.0, 
156,3.0,31.0,63.0,78.0, 
157,-46.0,-10.0,58.0,79.0, 
158,141.0,12.0,70.0,59.0, 
159,70.0,2.0,76.0,76.0, 
160,-107.0,0.0,65.0,58.0, 
161,-27.0,35.0,57.0,55.0, 
162,-259.0,-2.0,61.0,67.0, 
163,55.0,16.0,64.0,74.0, 
164,86.0,0.0,88.0,67.0, 
165,96.0,8.0,63.0,71.0, 
166,228.0,13.0,58.0,102.0, 
167,79.0,2.0,65.0,85.0, 
168,-21.0,-13.0,66.0,76.0, 
169,85.0,0.0,46.0,61.0, 
170,-98.0,-18.0,77.0,57.0, 
171,-144.0,7.0,73.0,68.0, 
172,-126.0,-26.0,77.0,52.0, 
173,-134.0,32.0,76.0,76.0, 
174,65.0,1.0,70.0,63.0, 
175,28.0,15.0,60.0,80.0, 
176,-40.0,3.0,57.0,60.0, 
177,-31.0,8.0,70.0,70.0, 
178,-16.0,7.0,83.0,77.0, 
179,71.0,9.0,72.0,40.0, 
180,84.0,-4.0,75.0,72.0, 
181,-52.0,0.0,65.0,78.0, 
182,20.0,15.0,81.0,64.0, 
183,-128.0,-6.0,71.0,73.0, 
184,-7.0,-7.0,71.0,87.0, 
185,-24.0,1.0,73.0,67.0, 
186,53.0,4.0,80.0,71.0, 
187,133.0,-4.0,70.0,68.0, 
188,159.0,-1.0,62.0,72.0, 
189,-188.0,-6.0,45.0,78.0, 
190,-93.0,-5.0,68.0,61.0, 
191,116.0,6.0,66.0,89.0, 
192,32.0,4.0,57.0,52.0, 
193,144.0,-7.0,53.0,57.0, 
194,-92.0,15.0,65.0,54.0, 
195,84.0,-13.0,67.0,78.0, 
196,-116.0,15.0,60.0,78.0, 
197,52.0,-3.0,67.0,74.0, 
198,108.0,-9.0,54.0,77.0, 
199,-152.0,6.0,59.0,93.0, 
200,0.0,-11.0,76.0,54.0, 
201,-53.0,10.0,79.0,74.0, 
202,-35.0,-7.0,57.0,66.0, 
203,-9.0,-4.0,62.0,48.0, 
204,-108.0,1.0,69.0,59.0, 
205,15.0,24.0,64.0,83.0, 
206,87.0,2.0,71.0,49.0, 
207,-46.0,-3.0,68.0,75.0, 
208,-6.0,10.0,91.0,76.0, 
209,-139.0,9.0,72.0,89.0, 
210,26.0,4.0,60.0,67.0, 
211,-42.0,-14.0,48.0,72.0, 
212,-55.0,-2.0,63.0,69.0, 
213,24.0,-12.0,85.0,73.0, 
214,-97.0,-10.0,58.0,57.0, 
215,88.0,-1.0,69.0,74.0, 
216,-24.0,10.0,77.0,81.0, 
217,-101.0,-7.0,66.0,71.0, 
218,210.0,-5.0,58.0,82.0, 
219,-152.0,5.0,57.0,74.0, 
220,270.0,8.0,75.0,86.0, 
221,318.0,4.0,73.0,79.0, 
222,-113.0,2.0,62.0,62.0, 
223,-92.0,-3.0,73.0,60.0, 
224,-136.0,-16.0,87.0,43.0, 
225,-77.0,9.0,67.0,66.0, 
226,109.0,0.0,50.0,73.0, 
227,-259.0,5.0,75.0,78.0, 
228,58.0,4.0,54.0,69.0, 
229,48.0,-5.0,70.0,68.0, 
230,36.0,10.0,56.0,61.0, 
231,-179.0,9.0,53.0,81.0, 
232,203.0,-12.0,57.0,88.0, 
233,55.0,0.0,59.0,75.0, 
234,18.0,0.0,59.0,69.0, 
235,-189.0,30.0,60.0,82.0, 
236,-111.0,7.0,77.0,88.0, 
237,111.0,-9.0,82.0,64.0, 
238,-38.0,8.0,70.0,72.0, 
239,-115.0,11.0,54.0,93.0, 
240,-18.0,-7.0,66.0,66.0, 
241,5.0,14.0,49.0,75.0, 
242,316.0,2.0,67.0,56.0, 
243,-175.0,6.0,76.0,89.0, 
244,-21.0,17.0,77.0,64.0, 
245,-161.0,27.0,65.0,57.0, 
246,74.0,3.0,78.0,59.0, 
247,-10.0,-2.0,74.0,63.0, 
248,62.0,2.0,69.0,71.0, 
249,-42.0,-3.0,58.0,73.0, 
250,15.0,-12.0,54.0,59.0, 
251,112.0,19.0,64.0,64.0, 
252,106.0,-17.0,81.0,66.0, 
253,74.0,3.0,51.0,65.0, 
254,-60.0,3.0,58.0,80.0, 
255,86.0,-10.0,64.0,86.0, 
0,61.0,-12.0,57.0,57.0, 
1,59.0,6.0,59.0,66.0, 
2,-45.0,21.0,80.0,43.0, 
3,-14.0,-16.0,52.0,82.0, 
4,-61.0,4.0,60.0,69.0, 
5,-14.0,12.0,69.0,60.0, 
6,45.0,1.0,67.0,80.0, 
7,16.0,15.0,41.0,80.0, 
8,0.0,4.0,68.0,88.0, 
9,90.0,2.0,69.0,76.0, 
10,-230.0,14.0,74.0,61.0, 
11,-118.0,7.0,67.0,50.0, 
12,-134.0,5.0,79.0,68.0, 
13,68.0,-23.0,49.0,75.0, 
14,-3.0,3.0,59.0,63.0, 
15,-122.0,8.0,75.0,71.0, 
16,57.0,2.0,49.0,65.0, 
17,115.0,21.0,65.0,61.0, 
18,67.0,23.0,58.0,55.0, 
19,-140.0,-7.0,66.0,59.0, 
20,-33.0,16.0,57.0,53.0, 
21,-14.0,-9.0,66.0,39.0, 
22,-93.0,2.0,65.0,73.0, 
23,160.0,11.0,68.0,87.0, 
24,-84.0,-11.0,79.0,82.0, 
25,101.0,-3.0,71.0,77.0, 
26,-50.0,-3.0,73.0,90.0, 
27,-72.0,-17.0,44.0,68.0, 
28,62.0,-6.0,76.0,76.0, 
29,-254.0,-8.0,79.0,79.0, 
30,-24.0,-2.0,57.0,68.0, 
31,51.0,1.0,76.0,72.0, 
32,24.0,4.0,64.0,60.0, 
33,113.0,-9.0,79.0,60.0, 
34,-164.0,5.0,58.0,57.0, 
35,-50.0,2.0,60.0,80.0, 
36,-137.0,2.0,62.0,82.0, 
37,63.0,2.0,58.0,85.0, 
38,60.0,1.0,60.0,65.0, 
39,-220.0,-5.0,77.0,63.0, 
40,-149.0,13.0,47.0,71.0, 
41,-71.0,-3.0,83.0,69.0, 
42,98.0,3.0,57.0,87.0, 
43,112.0,-11.0,53.0,55.0, 
44,218.0,-8.0,50.0,71.0, 
45,-319.0,-7.0,81.0,60.0, 
46,42.0,12.0,86.0,71.0, 
47,-18.0,-1.0,51.0,61.0, 
48,-22.0,10.0,42.0,81.0, 
49,177.0,2.0,63.0,81.0, 
50,-19.0,5.0,55.0,80.0, 
51,19.0,-2.0,77.0,62.0, 
52,91.0,6.0,67.0,90.0, 
53,69.0,-2.0,64.0,63.0, 
54,243.0,8.0,63.0,72.0, 
55,-27.0,14.0,47.0,72.0, 
56,29.0,-7.0,60.0,75.0, 
57,108.0,-10.0,68.0,48.0, 
58,-75.0,7.0,58.0,73.0, 
59,25.0,6.0,50.0,49.0, 
60,12.0,0.0,70.0,84.0, 
61,-8.0,0.0,95.0,65.0, 
62,193.0,1.0,79.0,75.0, 
63,-25.0,11.0,58.0,85.0, 
64,-71.0,18.0,76.0,69.0, 
65,206.0,14.0,77.0,65.0, 
66,-56.0,1.0,68.0,71.0, 
67,-79.0,-6.0,61.0,69.0, 
68,-62.0,3.0,63.0,63.0, 
69,-56.0,22.0,48.0,88.0, 
70,-236.0,-11.0,84.0,80.0, 
71,-89.0,7.0,83.0,83.0, 
72,83.0,-11.0,69.0,86.0, 
73,126.0,4.0,78.0,66.0, 
74,-148.0,16.0,77.0,77.0, 
75,227.0,5.0,72.0,74.0, 
76,97.0,-1.0,95.0,65.0, 
77,48.0,0.0,77.0,60.0, 
78,160.0,6.0,56.0,70.0, 
79,168.0,0.0,65.0,65.0, 
80,-141.0,2.0,73.0,66.0, 
81,106.0,16.0,86.0,81.0, 
82,-37.0,-20.0,58.0,89.0, 
83,-140.0,3.0,87.0,54.0, 
84,-122.0,1.0,64.0,75.0, 
85,8.0,-10.0,60.0,67.0, 
86,-193.0,-20.0,71.0,69.0, 
87,81.0,3.0,74.0,71.0, 
88,27.0,-15.0,71.0,62.0, 
89,58.0,23.0,60.0,73.0, 
90,79.0,5.0,54.0,73.0, 
91,-157.0,-9.0,62.0,71.0, 
92,-217.0,6.0,81.0,57.0, 
93,-194.0,11.0,71.0,74.0, 
94,30.0,10.0,64.0,54.0, 
95,32.0,10.0,73.0,63.0, 
96,-201.0,-4.0,81.0,57.0, 
97,32.0,15.0,57.0,49.0, 
98,-4.0,16.0,76.0,62.0, 
99,-12.0,17.0,96.0,53.0, 
100,-145.0,3.0,71.0,78.0, 
101,-153.0,14.0,44.0,76.0, 
102,44.0,15.0,73.0,45.0, 
103,96.0,11.0,76.0,78.0, 
104,41.0,-1.0,50.0,71.0, 
105,-166.0,9.0,80.0,83.0, 
106,28.0,19.0,63.0,73.0, 
107,-38.0,23.0,67.0,64.0, 
108,-20.0,5.0,82.0,42.0, 
109,5.0,10.0,54.0,56.0, 
110,-24.0,5.0,77.0,74.0, 
111,-151.0,-3.0,80.0,65.0, 
112,0.0,18.0,66.0,52.0, 
113,97.0,9.0,70.0,71.0, 
114,223.0,12.0,60.0,75.0, 
115,6.0,5.0,77.0,72.0, 
116,270.0,3.0,76.0,82.0, 
117,162.0,15.0,77.0,72.0, 
118,-56.0,13.0,62.0,79.0, 
119,98.0,0.0,43.0,68.0, 
120,-53.0,4.0,86.0,68.0, 
121,47.0,24.0,59.0,61.0, 
122,76.0,23.0,73.0,61.0, 
123,93.0,-19.0,75.0,65.0, 
124,-54.0,-11.0,53.0,78.0, 
125,37.0,-12.0,81.0,56.0, 
126,-147.0,-2.0,57.0,90.0, 
127,-52.0,2.0,50.0,68.0, 
128,218.0,-4.0,74.0,76.0, 
129,-41.0,-7.0,77.0,73.0, 
130,-72.0,13.0,72.0,66.0, 
131,65.0,-2.0,64.0,65.0, 
132,-188.0,1.0,90.0,53.0, 
133,12.0,-2.0,58.0,45.0, 
134,-67.0,11.0,62.0,68.0, 
135,-156.0,14.0,95.0,81.0, 
136,-220.0,4.0,62.0,51.0, 
137,-72.0,-8.0,68.0,75.0, 
138,-9.0,7.0,76.0,80.0, 
139,-2.0,-3.0,69.0,64.0, 
140,-130.0,-5.0,65.0,49.0, 
141,-60.0,0.0,59.0,27.0, 
142,185.0,12.0,68.0,65.0, 
143,96.0,2.0,65.0,49.0, 
144,210.0,19.0,93.0,73.0, 
145,-131.0,-16.0,71.0,84.0, 
146,-155.0,2.0,47.0,62.0, 
147,37.0,19.0,61.0,66.0, 
148,-91.0,21.0,70.0,79.0, 
149,1.0,13.0,56.0,60.0, 
150,22.0,5.0,58.0,67.0, 
151,14.0,-4.0,52.0,85.0, 
152,12.0,-10.0,70.0,61.0, 
153,-173.0,3.0,57.0,57.0, 
154,13.0,4.0,72.0,59.0, 
155,34.0,11.0,62.0,83.0, 
156,67.0,5.0,80.0,90.0, 
157,-200.0,21.0,54.0,57.0, 
158,-145.0,-1.0,42.0,71.0, 
159,-4.0,-3.0,60.0,49.0, 
160,112.0,2.0,76.0,113.0, 
161,151.0,-7.0,60.0,70.0, 
162,0.0,0.0,59.0,77.0, 
163,227.0,15.0,69.0,79.0, 
164,133.0,15.0,66.0,81.0, 
165,66.0,8.0,73.0,97.0, 
166,-64.0,19.0,66.0,62.0, 
167,99.0,10.0,75.0,88.0, 
168,-38.0,2.0,75.0,57.0, 
169,15.0,-7.0,66.0,74.0, 
170,-118.0,6.0,73.0,70.0, 
171,-46.0,4.0,77.0,77.0, 
172,-81.0,15.0,80.0,70.0, 
173,-173.0,6.0,60.0,69.0, 
174,11.0,8.0,73.0,67.0, 
175,24.0,28.0,77.0,81.0, 
176,-123.0,15.0,81.0,73.0, 
177,-58.0,9.0,84.0,86.0, 
178,26.0,8.0,73.0,89.0, 
179,84.0,3.0,64.0,66.0, 
180,147.0,7.0,37.0,52.0, 
181,34.0,0.0,59.0,84.0, 
182,39.0,11.0,80.0,85.0, 
183,-128.0,1.0,44.0,79.0, 
184,172.0,10.0,44.0,82.0, 
185,-137.0,-2.0,81.0,67.0, 
186,195.0,-13.0,83.0,84.0, 
187,83.0,14.0,71.0,59.0, 
188,-85.0,-5.0,40.0,73.0, 
189,289.0,0.0,58.0,70.0, 
190,34.0,17.0,68.0,62.0, 
191,103.0,3.0,61.0,78.0, 
192,-63.0,18.0,64.0,54.0, 
193,-211.0,6.0,57.0,82.0, 
194,37.0,6.0,55.0,64.0, 
195,96.0,-6.0,56.0,75.0, 
196,53.0,-1.0,65.0,75.0, 
197,-93.0,3.0,87.0,79.0, 
198,-54.0,-5.0,71.0,88.0, 
199,89.0,-6.0,51.0,53.0, 
200,48.0,5.0,73.0,61.0, 
201,-57.0,-12.0,66.0,75.0, 
202,-88.0,-3.0,61.0,77.0, 
203,-38.0,16.0,66.0,77.0, 
204,-57.0,-9.0,82.0,81.0, 
205,-266.0,-3.0,84.0,74.0, 
206,262.0,5.0,83.0,64.0, 
207,72.0,3.0,65.0,88.0, 
208,-102.0,12.0,64.0,61.0, 
209,-111.0,-9.0,73.0,67.0, 
210,135.0,14.0,62.0,69.0, 
211,-93.0,-12.0,74.0,78.0, 
212,107.0,-16.0,85.0,71.0, 
213,-77.0,25.0,65.0,70.0, 
214,-87.0,5.0,83.0,82.0, 
215,33.0,-7.0,61.0,63.0, 
216,-28.0,-15.0,65.0,89.0, 
217,57.0,13.0,74.0,75.0, 
218,-163.0,2.0,54.0,64.0, 
219,-72.0,11.0,90.0,61.0, 
220,-90.0,8.0,66.0,58.0, 
221,42.0,14.0,69.0,82.0, 
222,-12.0,9.0,75.0,80.0, 
223,99.0,4.0,77.0,62.0, 
224,106.0,-3.0,55.0,59.0, 
225,-56.0,9.0,58.0,73.0, 
226,79.0,-17.0,75.0,64.0, 
227,-207.0,-1.0,73.0,72.0, 
228,71.0,2.0,54.0,94.0, 
229,-140.0,4.0,91.0,65.0, 
230,-54.0,0.0,67.0,78.0, 
231,-18.0,11.0,75.0,58.0, 
232,-105.0,-16.0,61.0,86.0, 
233,17.0,28.0,62.0,71.0, 
234,75.0,-7.0,56.0,66.0, 
235,-22.0,2.0,74.0,82.0, 
236,-56.0,-3.0,64.0,73.0, 
237,111.0,-4.0,65.0,79.0, 
238,136.0,9.0,83.0,67.0, 
239,121.0,-3.0,73.0,71.0, 
240,18.0,-11.0,66.0,66.0, 
241,31.0,22.0,80.0,75.0, 
242,40.0,12.0,68.0,78.0, 
243,-28.0,-7.0,50.0,76.0, 
244,-35.0,13.0,54.0,75.0, 
245,116.0,5.0,69.0,66.0, 
246,-230.0,37.0,87.0,71.0, 
247,150.0,14.0,58.0,55.0, 
248,-214.0,-12.0,64.0,84.0, 
249,84.0,0.0,56.0,73.0, 
250,76.0,0.0,66.0,80.0, 
251,-159.0,3.0,69.0,91.0, 
252,-135.0,-3.0,60.0,69.0, 
253,223.0,1.0,60.0,77.0, 
254,166.0,12.0,62.0,75.0, 
255,-67.0,12.0,76.0,79.0, 
0,42.0,-6.0,85.0,69.0, 
1,42.0,12.0,54.0,79.0, 
2,-14.0,-1.0,55.0,85.0, 
3,182.0,6.0,62.0,72.0, 
4,51.0,38.0,87.0,69.0, 
5,-123.0,-13.0,62.0,72.0, 
6,269.0,-4.0,68.0,76.0, 
7,-236.0,12.0,71.0,78.0, 
8,30.0,9.0,76.0,79.0, 
9,255.0,6.0,64.0,67.0, 
10,-26.0,16.0,70.0,92.0, 
11,-99.0,1.0,63.0,75.0, 
12,68.0,15.0,61.0,79.0, 
13,-9.0,-14.0,43.0,67.0, 
14,152.0,-2.0,85.0,75.0, 
15,259.0,11.0,75.0,77.0, 
16,145.0,-5.0,86.0,57.0, 
17,-115.0,3.0,53.0,65.0, 
18,-251.0,9.0,55.0,60.0, 
19,-177.0,8.0,53.0,65.0, 
20,-26.0,4.0,75.0,81.0, 
21,-103.0,14.0,66.0,62.0, 
22,138.0,-1.0,66.0,58.0, 
23,79.0,7.0,65.0,86.0, 
24,151.0,0.0,72.0,89.0, 
25,31.0,24.0,66.0,75.0, 
26,58.0,-22.0,73.0,69.0, 
27,184.0,-4.0,75.0,58.0, 
28,65.0,5.0,59.0,65.0, 
29,-28.0,0.0,67.0,53.0, 
30,156.0,-1.0,83.0,55.0, 
31,225.0,-1.0,69.0,55.0, 
32,24.0,-23.0,54.0,91.0, 
33,-95.0,9.0,64.0,52.0, 
34,22.0,7.0,69.0,73.0, 
35,-6.0,2.0,57.0,74.0, 
36,-3.0,10.0,76.0,89.0, 
37,-38.0,9.0,74.0,62.0, 
38,-138.0,6.0,46.0,78.0, 
39,45.0,12.0,51.0,60.0, 
40,112.0,-11.0,58.0,65.0, 
41,113.0,-5.0,57.0,64.0, 
42,-106.0,3.0,73.0,65.0, 
43,49.0,7.0,67.0,88.0, 
44,-179.0,3.0,81.0,74.0, 
45,94.0,-10.0,79.0,61.0, 
46,-198.0,8.0,63.0,75.0, 
47,85.0,6.0,76.0,69.0, 
48,-32.0,-2.0,70.0,58.0, 
49,-231.0,-8.0,80.0,61.0, 
50,-58.0,-14.0,53.0,77.0, 
51,-71.0,2.0,74.0,70.0, 
52,-34.0,-11.0,83.0,71.0, 
53,25.0,2.0,73.0,63.0, 
54,78.0,-5.0,53.0,62.0, 
55,-131.0,14.0,71.0,67.0, 
56,-139.0,15.0,68.0,50.0, 
57,140.0,9.0,72.0,78.0, 
58,53.0,2.0,84.0,75.0, 
59,145.0,-2.0,66.0,82.0, 
60,-76.0,3.0,62.0,79.0, 
61,-53.0,0.0,52.0,76.0, 
62,42.0,10.0,84.0,85.0, 
63,-76.0,15.0,70.0,62.0, 
64,51.0,-3.0,59.0,67.0, 
65,195.0,-17.0,66.0,85.0, 
66,144.0,0.0,58.0,64.0, 
67,-89.0,-1.0,84.0,71.0, 
68,108.0,-1.0,76.0,72.0, 
69,61.0,-4.0,80.0,71.0, 
70,21.0,3.0,47.0,61.0, 
71,-32.0,2.0,63.0,80.0, 
72,-121.0,0.0,85.0,68.0, 
73,166.0,13.0,60.0,82.0, 
74,27.0,4.0,60.0,70.0, 
75,-124.0,5.0,85.0,68.0, 
76,-22.0,11.0,56.0,63.0, 
77,-165.0,21.0,53.0,86.0, 
78,38.0,-10.0,76.0,67.0, 
79,24.0,-10.0,79.0,74.0, 
80,172.0,19.0,55.0,76.0, 
81,76.0,-5.0,52.0,65.0, 
82,-162.0,6.0,81.0,68.0, 
83,-81.0,-7.0,80.0,75.0, 
84,295.0,12.0,68.0,61.0, 
85,133.0,5.0,67.0,56.0, 
86,-77.0,3.0,83.0,63.0, 
87,52.0,7.0,66.0,58.0, 
88,-17.0,0.0,64.0,69.0, 
89,72.0,-8.0,73.0,68.0, 
90,1.0,-24.0,79.0,88.0, 
91,106.0,-16.0,68.0,84.0, 
92,-181.0,-7.0,70.0,69.0, 
93,16.0,9.0,65.0,66.0, 
94,46.0,7.0,74.0,65.0, 
95,-83.0,9.0,71.0,62.0, 
96,-36.0,15.0,56.0,61.0, 
97,-6.0,-7.0,50.0,57.0, 
98,-129.0,-2.0,60.0,61.0, 
99,-9.0,0.0,71.0,81.0, 
100,-46.0,22.0,56.0,68.0, 
101,-152.0,-10.0,67.0,80.0, 
102,-30.0,-10.0,61.0,73.0, 
103,-31.0,-5.0,67.0,60.0, 
104,63.0,-14.0,66.0,67.0, 
105,105.0,31.0,80.0,69.0, 
106,18.0,15.0,88.0,56.0, 
107,104.0,-14.0,65.0,45.0, 
108,-51.0,14.0,64.0,80.0, 
109,-1.0,1.0,61.0,83.0, 
110,-2.0,19.0,69.0,63.0, 
111,-189.0,3.0,72.0,87.0, 
112,-25.0,3.0,87.0,67.0, 
113,37.0,-2.0,68.0,57.0, 
114,-112.0,-9.0,64.0,74.0, 
115,-24.0,17.0,63.0,65.0, 
116,-171.0,-4.0,55.0,55.0, 
117,15.0,17.0,75.0,65.0, 
118,-99.0,7.0,47.0,87.0, 
119,-169.0,-4.0,80.0,75.0, 
120,58.0,8.0,71.0,49.0, 
121,15.0,3.0,60.0,64.0, 
122,57.0,8.0,80.0,80.0, 
123,-157.0,-19.0,69.0,60.0, 
124,-190.0,-7.0,49.0,81.0, 
125,-219.0,29.0,52.0,81.0, 
126,162.0,6.0,44.0,78.0, 
127,11.0,9.0,65.0,78.0, 
128,-69.0,-8.0,82.0,89.0, 
129,-22.0,-18.0,58.0,63.0, 
130,119.0,29.0,61.0,71.0, 
131,60.0,13.0,76.0,73.0, 
132,-87.0,17.0,56.0,75.0, 
133,-106.0,-18.0,50.0,76.0, 
134,-6.0,8.0,41.0,73.0, 
135,10.0,-12.0,64.0,79.0, 
136,-59.0,22.0,59.0,67.0, 
137,-71.0,20.0,82.0,63.0, 
138,-103.0,-5.0,50.0,78.0, 
139,-16.0,22.0,57.0,78.0, 
140,-174.0,8.0,58.0,71.0, 
141,6.0,5.0,72.0,80.0, 
142,-195.0,-5.0,63.0,57.0, 
143,54.0,20.0,57.0,77.0, 
144,24.0,14.0,59.0,71.0, 
145,13.0,17.0,80.0,54.0, 
146,-4.0,-4.0,65.0,81.0, 
147,-79.0,20.0,59.0,91.0, 
148,-80.0,-11.0,64.0,64.0, 
149,138.0,4.0,65.0,94.0, 
150,-274.0,-14.0,58.0,85.0, 
151,-28.0,22.0,67.0,53.0, 
152,239.0,-5.0,78.0,75.0, 
153,-87.0,0.0,69.0,87.0, 
154,100.0,3.0,63.0,70.0, 
155,27.0,-7.0,51.0,76.0, 
156,124.0,-23.0,52.0,73.0, 
157,-61.0,7.0,80.0,58.0, 
158,-171.0,14.0,59.0,55.0, 
159,-8.0,3.0,86.0,74.0, 
